t,solar,wind
4291,0,0.555
4292,0,0.456
4293,0,0.358
4294,0,0.274
4295,0,0.229
4296,0,0.179
4297,0,0.128
4298,0,0.084
4299,0.26,0.049
4300,0.535,0.047
4301,0.659,0.062
4302,0.717,0.104
4303,0.741,0.14
4304,0.75,0.174
4305,0.753,0.207
4306,0.747,0.236
4307,0.735,0.271
4308,0.707,0.329
4309,0.66,0.407
4310,0.57,0.502
4311,0.394,0.599
4312,0.154,0.632
4313,0,0.586
4314,0,0.536
4315,0,0.49
4316,0,0.436
4317,0,0.373
4318,0,0.296
4319,0,0.227
4320,0,0.162
4321,0,0.08
4322,0,0.037
4323,0.289,0.015
4324,0.549,0.008
4325,0.661,0.002
4326,0.714,0.02
4327,0.739,0.052
4328,0.748,0.08
4329,0.744,0.108
4330,0.738,0.137
4331,0.722,0.168
4332,0.692,0.199
4333,0.639,0.235
4334,0.541,0.294
4335,0.354,0.399
4336,0.124,0.514
4337,0,0.558
4338,0,0.568
4339,0,0.565
4340,0,0.516
4341,0,0.424
4342,0,0.322
4343,0,0.234
4344,0,0.158
4345,0,0.116
4346,0,0.062
4347,0.214,0.026
4348,0.47,0.034
4349,0.628,0.011
4350,0.703,0
4351,0.736,0.023
4352,0.745,0.068
4353,0.746,0.113
4354,0.742,0.159
4355,0.73,0.205
4356,0.705,0.258
4357,0.656,0.317
4358,0.566,0.426
4359,0.383,0.595
4360,0.149,0.748
4361,0,0.754
4362,0,0.623
4363,0,0.481
4364,0,0.345
4365,0,0.259
4366,0,0.21
4367,0,0.174
4368,0,0.119
4369,0,0.093
4370,0,0.1
4371,0.183,0.096
4372,0.437,0.113
4373,0.558,0.064
4374,0.618,0.018
4375,0.672,0.005
4376,0.699,0.001
4377,0.7,0
4378,0.68,0
4379,0.634,0.001
4380,0.554,0.06
4381,0.434,0.122
4382,0.225,0.181
4383,0.051,0.284
4384,0.002,0.446
4385,0,0.556
4386,0,0.525
4387,0,0.471
4388,0,0.389
4389,0,0.288
4390,0,0.18
4391,0,0.109
4392,0,0.075
4393,0,0.053
4394,0,0.033
4395,0.098,0.019
4396,0.269,0.037
4397,0.338,0.038
4398,0.398,0.017
4399,0.485,0.004
4400,0.542,0
4401,0.559,0
4402,0.504,0
4403,0.399,0.037
4404,0.294,0.055
4405,0.21,0.056
4406,0.136,0.067
4407,0.052,0.127
4408,0.006,0.258
4409,0,0.359
4410,0,0.279
4411,0,0.148
4412,0,0.063
4413,0,0.025
4414,0,0.029
4415,0,0.057
4416,0,0.126
4417,0,0.261
4418,0,0.39
4419,0.077,0.367
4420,0.292,0.446
4421,0.422,0.667
4422,0.497,0.561
4423,0.533,0.304
4424,0.594,0.101
4425,0.626,0.019
4426,0.61,0.003
4427,0.553,0
4428,0.453,0.013
4429,0.316,0.097
4430,0.186,0.249
4431,0.083,0.486
4432,0.018,0.661
4433,0,0.695
4434,0,0.633
4435,0,0.521
4436,0,0.427
4437,0,0.358
4438,0,0.29
4439,0,0.237
4440,0,0.161
4441,0,0.111
4442,0,0.093
4443,0.156,0.069
4444,0.424,0.113
4445,0.523,0.116
4446,0.581,0.04
4447,0.618,0.003
4448,0.634,0
4449,0.616,0
4450,0.573,0.001
4451,0.515,0.044
4452,0.449,0.153
4453,0.39,0.295
4454,0.296,0.442
4455,0.151,0.535
4456,0.034,0.588
4457,0,0.647
4458,0,0.602
4459,0,0.469
4460,0,0.325
4461,0,0.254
4462,0,0.199
4463,0,0.192
4464,0,0.194
4465,0,0.138
4466,0,0.08
4467,0.091,0.036
4468,0.296,0.008
4469,0.44,0.001
4470,0.516,0.01
4471,0.567,0.048
4472,0.592,0.102
4473,0.582,0.161
4474,0.56,0.202
4475,0.465,0.231
4476,0.365,0.252
4477,0.212,0.261
4478,0.095,0.264
4479,0.027,0.259
4480,0,0.223
4481,0,0.213
4482,0,0.219
4483,0,0.201
4484,0,0.17
4485,0,0.149
4486,0,0.105
4487,0,0.065
4488,0,0.033
4489,0,0.016
4490,0,0.008
4491,0.07,0.006
4492,0.197,0.033
4493,0.243,0.057
4494,0.272,0.065
4495,0.324,0.095
4496,0.364,0.142
4497,0.357,0.171
4498,0.329,0.177
4499,0.294,0.16
4500,0.237,0.125
4501,0.18,0.079
4502,0.111,0.04
4503,0.049,0.031
4504,0.002,0.082
4505,0,0.185
4506,0,0.206
4507,0,0.162
4508,0,0.107
4509,0,0.065
4510,0,0.027
4511,0,0.008
4512,0,0.01
4513,0,0.021
4514,0,0.046
4515,0.1,0.072
4516,0.306,0.098
4517,0.425,0.153
4518,0.499,0.091
4519,0.557,0.034
4520,0.578,0.011
4521,0.561,0.007
4522,0.484,0.013
4523,0.344,0.032
4524,0.238,0.045
4525,0.203,0.036
4526,0.158,0.035
4527,0.072,0.057
4528,0.009,0.146
4529,0,0.239
4530,0,0.326
4531,0,0.392
4532,0,0.412
4533,0,0.414
4534,0,0.397
4535,0,0.358
4536,0,0.317
4537,0,0.295
4538,0,0.305
4539,0.126,0.29
4540,0.339,0.272
4541,0.459,0.447
4542,0.545,0.416
4543,0.624,0.304
4544,0.646,0.192
4545,0.653,0.114
4546,0.631,0.072
4547,0.576,0.056
4548,0.428,0.052
4549,0.327,0.058
4550,0.223,0.086
4551,0.138,0.165
4552,0.042,0.328
4553,0,0.455
4554,0,0.461
4555,0,0.426
4556,0,0.381
4557,0,0.34
4558,0,0.299
4559,0,0.277
4560,0,0.258
4561,0,0.245
4562,0,0.241
4563,0.269,0.215
4564,0.523,0.178
4565,0.633,0.215
4566,0.688,0.094
4567,0.718,0.015
4568,0.731,0
4569,0.731,0
4570,0.724,0.001
4571,0.706,0.016
4572,0.663,0.086
4573,0.596,0.174
4574,0.433,0.304
4575,0.196,0.465
4576,0.064,0.583
4577,0,0.645
4578,0,0.645
4579,0,0.616
4580,0,0.553
4581,0,0.448
4582,0,0.317
4583,0,0.224
4584,0,0.133
4585,0,0.056
4586,0,0.014
4587,0.278,0.002
4588,0.528,0.004
4589,0.643,0.028
4590,0.698,0.111
4591,0.713,0.202
4592,0.704,0.26
4593,0.688,0.288
4594,0.658,0.297
4595,0.611,0.316
4596,0.489,0.352
4597,0.353,0.396
4598,0.181,0.433
4599,0.073,0.415
4600,0.011,0.339
4601,0,0.268
4602,0,0.201
4603,0,0.142
4604,0,0.095
4605,0,0.051
4606,0,0.014
4607,0,0.001
4608,0,0
4609,0,0
4610,0,0
4611,0.073,0
4612,0.248,0
4613,0.339,0.001
4614,0.373,0.002
4615,0.408,0.007
4616,0.422,0.018
4617,0.4,0.03
4618,0.348,0.041
4619,0.306,0.047
4620,0.252,0.054
4621,0.174,0.064
4622,0.101,0.073
4623,0.04,0.077
4624,0,0.085
4625,0,0.081
4626,0,0.066
4627,0,0.053
4628,0,0.035
4629,0,0.017
4630,0,0.006
4631,0,0.004
4632,0,0.005
4633,0,0.007
4634,0,0.007
4635,0.027,0.005
4636,0.102,0.003
4637,0.178,0.001
4638,0.254,0.002
4639,0.356,0.013
4640,0.485,0.036
4641,0.579,0.068
4642,0.61,0.107
4643,0.587,0.151
4644,0.547,0.201
4645,0.486,0.24
4646,0.345,0.263
4647,0.185,0.29
4648,0.041,0.367
4649,0,0.472
4650,0,0.468
4651,0,0.388
4652,0,0.272
4653,0,0.167
4654,0,0.079
4655,0,0.025
4656,0,0.007
4657,0,0.008
4658,0,0.016
4659,0.131,0.027
4660,0.303,0.03
4661,0.483,0.033
4662,0.617,0.025
4663,0.702,0.018
4664,0.736,0.018
4665,0.745,0.022
4666,0.742,0.029
4667,0.729,0.04
4668,0.702,0.053
4669,0.658,0.068
4670,0.576,0.077
4671,0.42,0.088
4672,0.152,0.129
4673,0,0.168
4674,0,0.171
4675,0,0.142
4676,0,0.099
4677,0,0.064
4678,0,0.045
4679,0,0.033
4680,0,0.021
4681,0,0.01
4682,0,0.003
4683,0.384,0.001
4684,0.533,0.006
4685,0.648,0.016
4686,0.699,0.023
4687,0.725,0.044
4688,0.736,0.074
4689,0.738,0.105
4690,0.731,0.136
4691,0.716,0.164
4692,0.681,0.176
4693,0.605,0.188
4694,0.439,0.221
4695,0.22,0.285
4696,0.064,0.394
4697,0,0.537
4698,0,0.6
4699,0,0.584
4700,0,0.538
4701,0,0.464
4702,0,0.386
4703,0,0.316
4704,0,0.257
4705,0,0.208
4706,0,0.162
4707,0.354,0.096
4708,0.515,0.099
4709,0.638,0.114
4710,0.697,0.1
4711,0.722,0.084
4712,0.732,0.067
4713,0.73,0.06
4714,0.721,0.067
4715,0.701,0.088
4716,0.659,0.125
4717,0.577,0.206
4718,0.425,0.372
4719,0.143,0.612
4720,0.021,0.789
4721,0,0.844
4722,0,0.848
4723,0,0.774
4724,0,0.643
4725,0,0.598
4726,0,0.579
4727,0,0.593
4728,0,0.526
4729,0,0.448
4730,0,0.336
4731,0.06,0.261
4732,0.17,0.264
4733,0.412,0.231
4734,0.561,0.178
4735,0.635,0.119
4736,0.666,0.071
4737,0.659,0.04
4738,0.634,0.021
4739,0.587,0.021
4740,0.479,0.049
4741,0.359,0.109
4742,0.191,0.215
4743,0.072,0.377
4744,0.005,0.558
4745,0,0.636
4746,0,0.525
4747,0,0.364
4748,0,0.214
4749,0,0.145
4750,0,0.149
4751,0,0.156
4752,0,0.123
4753,0,0.079
4754,0,0.036
4755,0.126,0.035
4756,0.331,0.054
4757,0.467,0.064
4758,0.572,0.057
4759,0.663,0.038
4760,0.695,0.029
4761,0.698,0.037
4762,0.692,0.059
4763,0.661,0.097
4764,0.619,0.156
4765,0.496,0.255
4766,0.341,0.393
4767,0.195,0.538
4768,0.039,0.616
4769,0,0.581
4770,0,0.533
4771,0,0.465
4772,0,0.409
4773,0,0.367
4774,0,0.334
4775,0,0.301
4776,0,0.254
4777,0,0.214
4778,0,0.176
4779,0.327,0.145
4780,0.502,0.233
4781,0.633,0.301
4782,0.697,0.232
4783,0.722,0.158
4784,0.728,0.125
4785,0.724,0.13
4786,0.713,0.158
4787,0.696,0.2
4788,0.668,0.252
4789,0.618,0.322
4790,0.526,0.429
4791,0.346,0.606
4792,0.094,0.787
4793,0,0.875
4794,0,0.897
4795,0,0.873
4796,0,0.801
4797,0,0.695
4798,0,0.567
4799,0,0.433
4800,0,0.273
4801,0,0.16
4802,0,0.109
4803,0.354,0.085
4804,0.53,0.126
4805,0.646,0.168
4806,0.695,0.104
4807,0.718,0.016
4808,0.726,0
4809,0.725,0
4810,0.713,0.002
4811,0.687,0.052
4812,0.623,0.155
4813,0.537,0.293
4814,0.396,0.431
4815,0.227,0.565
4816,0.055,0.699
4817,0,0.745
4818,0,0.737
4819,0,0.707
4820,0,0.635
4821,0,0.552
4822,0,0.445
4823,0,0.349
4824,0,0.292
4825,0,0.192
4826,0,0.139
4827,0.244,0.092
4828,0.37,0.107
4829,0.5,0.094
4830,0.604,0.036
4831,0.647,0
4832,0.694,0
4833,0.704,0.001
4834,0.7,0.041
4835,0.679,0.13
4836,0.654,0.252
4837,0.606,0.423
4838,0.526,0.581
4839,0.361,0.69
4840,0.098,0.711
4841,0,0.65
4842,0,0.631
4843,0,0.587
4844,0,0.458
4845,0,0.413
4846,0,0.446
4847,0,0.415
4848,0,0.29
4849,0,0.159
4850,0,0.086
4851,0.329,0.05
4852,0.528,0.045
4853,0.628,0.088
4854,0.686,0.241
4855,0.707,0.434
4856,0.709,0.565
4857,0.706,0.634
4858,0.694,0.657
4859,0.684,0.652
4860,0.652,0.645
4861,0.585,0.637
4862,0.406,0.646
4863,0.143,0.667
4864,0.012,0.633
4865,0,0.468
4866,0,0.293
4867,0,0.177
4868,0,0.101
4869,0,0.083
4870,0,0.114
4871,0,0.176
4872,0,0.252
4873,0,0.267
4874,0,0.253
4875,0.006,0.255
4876,0.051,0.348
4877,0.132,0.355
4878,0.255,0.299
4879,0.381,0.252
4880,0.461,0.237
4881,0.51,0.247
4882,0.537,0.261
4883,0.557,0.268
4884,0.576,0.299
4885,0.526,0.367
4886,0.433,0.447
4887,0.291,0.534
4888,0.064,0.584
4889,0,0.588
4890,0,0.54
4891,0,0.496
4892,0,0.468
4893,0,0.404
4894,0,0.313
4895,0,0.231
4896,0,0.166
4897,0,0.11
4898,0,0.077
4899,0.373,0.049
4900,0.581,0.066
4901,0.696,0.069
4902,0.748,0.085
4903,0.77,0.12
4904,0.777,0.153
4905,0.776,0.174
4906,0.768,0.182
4907,0.754,0.175
4908,0.73,0.162
4909,0.688,0.151
4910,0.607,0.153
4911,0.446,0.17
4912,0.13,0.214
4913,0,0.274
4914,0,0.336
4915,0,0.392
4916,0,0.41
4917,0,0.394
4918,0,0.355
4919,0,0.307
4920,0,0.249
4921,0,0.191
4922,0,0.14
4923,0.372,0.087
4924,0.584,0.092
4925,0.693,0.115
4926,0.743,0.097
4927,0.764,0.096
4928,0.77,0.108
4929,0.768,0.131
4930,0.76,0.159
4931,0.747,0.182
4932,0.723,0.191
4933,0.681,0.199
4934,0.602,0.214
4935,0.423,0.262
4936,0.113,0.379
4937,0,0.518
4938,0,0.577
4939,0,0.605
4940,0,0.584
4941,0,0.547
4942,0,0.456
4943,0,0.324
4944,0,0.209
4945,0,0.127
4946,0,0.09
4947,0.206,0.068
4948,0.477,0.068
4949,0.659,0.122
4950,0.725,0.083
4951,0.751,0.07
4952,0.757,0.091
4953,0.751,0.106
4954,0.737,0.109
4955,0.707,0.145
4956,0.657,0.214
4957,0.576,0.298
4958,0.431,0.375
4959,0.226,0.461
4960,0.041,0.572
4961,0,0.628
4962,0,0.629
4963,0,0.583
4964,0,0.531
4965,0,0.471
4966,0,0.396
4967,0,0.324
4968,0,0.263
4969,0,0.241
4970,0,0.174
4971,0.243,0.105
4972,0.479,0.1
4973,0.64,0.105
4974,0.704,0.084
4975,0.729,0.105
4976,0.736,0.135
4977,0.736,0.161
4978,0.725,0.169
4979,0.691,0.175
4980,0.617,0.217
4981,0.479,0.307
4982,0.311,0.445
4983,0.155,0.63
4984,0.027,0.767
4985,0,0.818
4986,0,0.781
4987,0,0.698
4988,0,0.614
4989,0,0.555
4990,0,0.507
4991,0,0.446
4992,0,0.356
4993,0,0.262
4994,0,0.21
4995,0.078,0.189
4996,0.243,0.286
4997,0.437,0.288
4998,0.565,0.235
4999,0.67,0.162
5000,0.702,0.112
5001,0.708,0.08
5002,0.688,0.052
5003,0.611,0.047
5004,0.503,0.08
5005,0.37,0.163
5006,0.225,0.32
5007,0.119,0.555
5008,0.016,0.709
5009,0,0.671
5010,0,0.56
5011,0,0.465
5012,0,0.358
5013,0,0.26
5014,0,0.204
5015,0,0.15
5016,0,0.109
5017,0,0.103
5018,0,0.103
5019,0.165,0.089
5020,0.414,0.038
5021,0.549,0.005
5022,0.684,0.023
5023,0.716,0.064
5024,0.727,0.127
5025,0.716,0.183
5026,0.695,0.214
5027,0.672,0.232
5028,0.63,0.269
5029,0.562,0.313
5030,0.469,0.35
5031,0.296,0.401
5032,0.051,0.456
5033,0,0.531
5034,0,0.528
5035,0,0.446
5036,0,0.379
5037,0,0.294
5038,0,0.206
5039,0,0.133
5040,0,0.094
5041,0,0.075
5042,0,0.059
5043,0.275,0.04
5044,0.525,0.027
5045,0.651,0.035
5046,0.709,0.093
5047,0.735,0.183
5048,0.744,0.259
5049,0.743,0.298
5050,0.733,0.313
5051,0.711,0.322
5052,0.653,0.35
5053,0.599,0.41
5054,0.476,0.49
5055,0.243,0.578
5056,0.029,0.616
5057,0,0.605
5058,0,0.589
5059,0,0.551
5060,0,0.478
5061,0,0.389
5062,0,0.288
5063,0,0.187
5064,0,0.071
5065,0,0.015
5066,0,0.003
5067,0.116,0
5068,0.27,0
5069,0.416,0.013
5070,0.572,0.09
5071,0.67,0.222
5072,0.716,0.294
5073,0.73,0.303
5074,0.73,0.3
5075,0.712,0.298
5076,0.683,0.334
5077,0.635,0.409
5078,0.531,0.503
5079,0.343,0.606
5080,0.053,0.658
5081,0,0.631
5082,0,0.578
5083,0,0.533
5084,0,0.491
5085,0,0.427
5086,0,0.34
5087,0,0.249
5088,0,0.174
5089,0,0.12
5090,0,0.1
5091,0.24,0.075
5092,0.502,0.061
5093,0.641,0.095
5094,0.705,0.06
5095,0.731,0.052
5096,0.74,0.057
5097,0.739,0.08
5098,0.73,0.138
5099,0.715,0.233
5100,0.687,0.382
5101,0.638,0.547
5102,0.536,0.668
5103,0.334,0.74
5104,0.048,0.757
5105,0,0.689
5106,0,0.584
5107,0,0.497
5108,0,0.436
5109,0,0.377
5110,0,0.31
5111,0,0.238
5112,0,0.167
5113,0,0.118
5114,0,0.09
5115,0.205,0.066
5116,0.479,0.1
5117,0.619,0.14
5118,0.687,0.128
5119,0.721,0.117
5120,0.733,0.107
5121,0.732,0.105
5122,0.723,0.116
5123,0.695,0.139
5124,0.649,0.183
5125,0.588,0.258
5126,0.513,0.37
5127,0.324,0.516
5128,0.045,0.619
5129,0,0.595
5130,0,0.56
5131,0,0.547
5132,0,0.525
5133,0,0.452
5134,0,0.367
5135,0,0.317
5136,0,0.299
5137,0,0.3
5138,0,0.284
5139,0.253,0.254
5140,0.525,0.21
5141,0.647,0.124
5142,0.698,0.001
5143,0.72,0.002
5144,0.718,0.019
5145,0.703,0.038
5146,0.684,0.046
5147,0.662,0.051
5148,0.638,0.063
5149,0.6,0.092
5150,0.523,0.139
5151,0.296,0.234
5152,0.035,0.46
5153,0,0.637
5154,0,0.631
5155,0,0.53
5156,0,0.355
5157,0,0.182
5158,0,0.062
5159,0,0.012
5160,0,0.005
5161,0,0.004
5162,0,0.003
5163,0.029,0.002
5164,0.149,0
5165,0.318,0
5166,0.475,0.001
5167,0.514,0.002
5168,0.594,0.002
5169,0.515,0.016
5170,0.426,0.046
5171,0.319,0.083
5172,0.223,0.104
5173,0.173,0.108
5174,0.108,0.105
5175,0.06,0.109
5176,0.002,0.137
5177,0,0.201
5178,0,0.249
5179,0,0.234
5180,0,0.169
5181,0,0.105
5182,0,0.065
5183,0,0.046
5184,0,0.038
5185,0,0.034
5186,0,0.03
5187,0.176,0.016
5188,0.47,0.006
5189,0.602,0.001
5190,0.673,0
5191,0.71,0
5192,0.728,0
5193,0.729,0.001
5194,0.722,0.009
5195,0.702,0.038
5196,0.667,0.085
5197,0.605,0.155
5198,0.494,0.258
5199,0.223,0.457
5200,0.023,0.677
5201,0,0.697
5202,0,0.614
5203,0,0.503
5204,0,0.404
5205,0,0.32
5206,0,0.254
5207,0,0.231
5208,0,0.194
5209,0,0.151
5210,0,0.119
5211,0.185,0.082
5212,0.476,0.088
5213,0.62,0.026
5214,0.674,0
5215,0.705,0.01
5216,0.717,0.051
5217,0.716,0.111
5218,0.704,0.201
5219,0.676,0.319
5220,0.615,0.462
5221,0.514,0.61
5222,0.333,0.699
5223,0.12,0.725
5224,0.003,0.726
5225,0,0.625
5226,0,0.534
5227,0,0.47
5228,0,0.399
5229,0,0.348
5230,0,0.324
5231,0,0.299
5232,0,0.214
5233,0,0.154
5234,0,0.105
5235,0.058,0.061
5236,0.231,0.077
5237,0.456,0.044
5238,0.632,0.012
5239,0.674,0.026
5240,0.684,0.057
5241,0.66,0.103
5242,0.617,0.155
5243,0.569,0.206
5244,0.501,0.274
5245,0.492,0.373
5246,0.376,0.502
5247,0.173,0.61
5248,0.009,0.611
5249,0,0.506
5250,0,0.401
5251,0,0.336
5252,0,0.326
5253,0,0.286
5254,0,0.199
5255,0,0.113
5256,0,0.037
5257,0,0.007
5258,0,0.017
5259,0.177,0.027
5260,0.485,0.001
5261,0.629,0.001
5262,0.694,0.003
5263,0.722,0.017
5264,0.732,0.038
5265,0.73,0.064
5266,0.721,0.101
5267,0.703,0.134
5268,0.666,0.195
5269,0.603,0.306
5270,0.476,0.439
5271,0.256,0.577
5272,0.017,0.698
5273,0,0.745
5274,0,0.768
5275,0,0.667
5276,0,0.553
5277,0,0.45
5278,0,0.37
5279,0,0.284
5280,0,0.169
5281,0,0.09
5282,0,0.076
5283,0.12,0.09
5284,0.415,0.065
5285,0.581,0.038
5286,0.648,0.022
5287,0.659,0.022
5288,0.657,0.029
5289,0.649,0.055
5290,0.609,0.086
5291,0.517,0.119
5292,0.389,0.176
5293,0.333,0.265
5294,0.241,0.379
5295,0.096,0.553
5296,0,0.704
5297,0,0.766
5298,0,0.751
5299,0,0.647
5300,0,0.625
5301,0,0.503
5302,0,0.415
5303,0,0.353
5304,0,0.273
5305,0,0.212
5306,0,0.164
5307,0.1,0.123
5308,0.368,0.083
5309,0.56,0.061
5310,0.655,0.045
5311,0.687,0.048
5312,0.688,0.062
5313,0.671,0.09
5314,0.655,0.13
5315,0.604,0.189
5316,0.484,0.302
5317,0.416,0.446
5318,0.32,0.578
5319,0.148,0.669
5320,0.004,0.673
5321,0,0.538
5322,0,0.543
5323,0,0.541
5324,0,0.519
5325,0,0.525
5326,0,0.565
5327,0,0.512
5328,0,0.433
5329,0,0.316
5330,0,0.209
5331,0.03,0.131
5332,0.122,0.112
5333,0.226,0.141
5334,0.384,0.07
5335,0.624,0.025
5336,0.725,0.028
5337,0.734,0.047
5338,0.728,0.069
5339,0.712,0.092
5340,0.682,0.115
5341,0.628,0.133
5342,0.526,0.164
5343,0.316,0.252
5344,0.018,0.474
5345,0,0.638
5346,0,0.65
5347,0,0.645
5348,0,0.611
5349,0,0.541
5350,0,0.45
5351,0,0.343
5352,0,0.212
5353,0,0.126
5354,0,0.093
5355,0.093,0.048
5356,0.322,0.055
5357,0.49,0.088
5358,0.597,0.042
5359,0.649,0.009
5360,0.687,0.002
5361,0.7,0.001
5362,0.677,0
5363,0.599,0
5364,0.514,0
5365,0.406,0
5366,0.265,0.002
5367,0.097,0.018
5368,0,0.125
5369,0,0.293
5370,0,0.448
5371,0,0.518
5372,0,0.544
5373,0,0.427
5374,0,0.378
5375,0,0.347
5376,0,0.265
5377,0,0.169
5378,0,0.116
5379,0.11,0.092
5380,0.429,0.075
5381,0.603,0.078
5382,0.673,0.015
5383,0.705,0.001
5384,0.718,0
5385,0.718,0.004
5386,0.711,0.026
5387,0.68,0.073
5388,0.536,0.144
5389,0.381,0.241
5390,0.272,0.358
5391,0.131,0.493
5392,0.002,0.592
5393,0,0.528
5394,0,0.446
5395,0,0.389
5396,0,0.316
5397,0,0.249
5398,0,0.208
5399,0,0.221
5400,0,0.166
5401,0,0.076
5402,0,0.015
5403,0.017,0.001
5404,0.117,0
5405,0.181,0.005
5406,0.3,0.024
5407,0.395,0.055
5408,0.504,0.081
5409,0.546,0.113
5410,0.47,0.164
5411,0.353,0.228
5412,0.184,0.314
5413,0.099,0.334
5414,0.053,0.192
5415,0.018,0.058
5416,0,0.033
5417,0,0.013
5418,0,0.003
5419,0,0.003
5420,0,0.004
5421,0,0.007
5422,0,0.015
5423,0,0.034
5424,0,0.051
5425,0,0.054
5426,0,0.048
5427,0.081,0.033
5428,0.398,0.001
5429,0.571,0.005
5430,0.634,0.01
5431,0.655,0.011
5432,0.666,0.012
5433,0.668,0.012
5434,0.656,0.016
5435,0.631,0.024
5436,0.583,0.034
5437,0.489,0.046
5438,0.398,0.052
5439,0.208,0.062
5440,0.004,0.11
5441,0,0.208
5442,0,0.34
5443,0,0.427
5444,0,0.399
5445,0,0.276
5446,0,0.198
5447,0,0.155
5448,0,0.142
5449,0,0.14
5450,0,0.151
5451,0.098,0.167
5452,0.427,0.177
5453,0.592,0.226
5454,0.662,0.121
5455,0.699,0.055
5456,0.713,0.026
5457,0.712,0.016
5458,0.682,0.011
5459,0.66,0.011
5460,0.538,0.015
5461,0.416,0.018
5462,0.229,0.023
5463,0.05,0.039
5464,0,0.123
5465,0,0.324
5466,0,0.506
5467,0,0.593
5468,0,0.634
5469,0,0.603
5470,0,0.553
5471,0,0.505
5472,0,0.404
5473,0,0.239
5474,0,0.158
5475,0.026,0.123
5476,0.186,0.182
5477,0.34,0.358
5478,0.482,0.273
5479,0.577,0.139
5480,0.624,0.073
5481,0.634,0.05
5482,0.599,0.041
5483,0.512,0.039
5484,0.39,0.044
5485,0.267,0.056
5486,0.143,0.073
5487,0.048,0.119
5488,0,0.217
5489,0,0.338
5490,0,0.494
5491,0,0.572
5492,0,0.583
5493,0,0.557
5494,0,0.534
5495,0,0.468
5496,0,0.36
5497,0,0.285
5498,0,0.263
5499,0.072,0.276
5500,0.389,0.379
5501,0.566,0.507
5502,0.637,0.446
5503,0.672,0.333
5504,0.688,0.212
5505,0.693,0.115
5506,0.688,0.056
5507,0.669,0.026
5508,0.619,0.011
5509,0.494,0.005
5510,0.26,0.024
5511,0.061,0.093
5512,0,0.216
5513,0,0.333
5514,0,0.529
5515,0,0.547
5516,0,0.523
5517,0,0.463
5518,0,0.392
5519,0,0.319
5520,0,0.226
5521,0,0.145
5522,0,0.099
5523,0.064,0.085
5524,0.368,0.07
5525,0.56,0.044
5526,0.658,0.021
5527,0.696,0.036
5528,0.717,0.082
5529,0.721,0.158
5530,0.714,0.259
5531,0.696,0.379
5532,0.663,0.486
5533,0.615,0.581
5534,0.515,0.667
5535,0.311,0.737
5536,0.005,0.741
5537,0,0.672
5538,0,0.649
5539,0,0.593
5540,0,0.524
5541,0,0.484
5542,0,0.436
5543,0,0.372
5544,0,0.36
5545,0,0.347
5546,0,0.295
5547,0.095,0.212
5548,0.469,0.187
5549,0.629,0.254
5550,0.699,0.252
5551,0.729,0.24
5552,0.742,0.254
5553,0.742,0.303
5554,0.735,0.379
5555,0.72,0.451
5556,0.692,0.518
5557,0.64,0.573
5558,0.538,0.612
5559,0.317,0.645
5560,0.003,0.625
5561,0,0.534
5562,0,0.503
5563,0,0.488
5564,0,0.454
5565,0,0.404
5566,0,0.374
5567,0,0.342
5568,0,0.265
5569,0,0.177
5570,0,0.112
5571,0.092,0.075
5572,0.471,0.076
5573,0.629,0.181
5574,0.698,0.25
5575,0.731,0.249
5576,0.744,0.235
5577,0.745,0.231
5578,0.739,0.24
5579,0.724,0.258
5580,0.692,0.296
5581,0.637,0.376
5582,0.526,0.494
5583,0.221,0.645
5584,0,0.725
5585,0,0.737
5586,0,0.761
5587,0,0.674
5588,0,0.572
5589,0,0.458
5590,0,0.388
5591,0,0.354
5592,0,0.341
5593,0,0.307
5594,0,0.244
5595,0.064,0.169
5596,0.41,0.195
5597,0.599,0.15
5598,0.68,0.051
5599,0.716,0.018
5600,0.729,0.008
5601,0.713,0.006
5602,0.689,0.017
5603,0.644,0.06
5604,0.563,0.101
5605,0.406,0.146
5606,0.188,0.194
5607,0.035,0.249
5608,0,0.29
5609,0,0.309
5610,0,0.302
5611,0,0.238
5612,0,0.173
5613,0,0.131
5614,0,0.121
5615,0,0.151
5616,0,0.174
5617,0,0.116
5618,0,0.064
5619,0.012,0.032
5620,0.166,0.024
5621,0.286,0.04
5622,0.299,0.049
5623,0.354,0.047
5624,0.37,0.035
5625,0.362,0.029
5626,0.283,0.037
5627,0.242,0.046
5628,0.176,0.035
5629,0.108,0.019
5630,0.055,0.02
5631,0.013,0.117
5632,0,0.338
5633,0,0.441
5634,0,0.391
5635,0,0.241
5636,0,0.111
5637,0,0.066
5638,0,0.064
5639,0,0.096
5640,0,0.093
5641,0,0.077
5642,0,0.062
5643,0.006,0.045
5644,0.189,0.041
5645,0.441,0.081
5646,0.555,0.055
5647,0.644,0.021
5648,0.645,0.005
5649,0.615,0.002
5650,0.552,0.002
5651,0.463,0.002
5652,0.346,0.002
5653,0.224,0.002
5654,0.122,0.003
5655,0.044,0.034
5656,0,0.193
5657,0,0.336
5658,0,0.32
5659,0,0.229
5660,0,0.137
5661,0,0.091
5662,0,0.108
5663,0,0.158
5664,0,0.216
5665,0,0.268
5666,0,0.296
5667,0.064,0.319
5668,0.442,0.203
5669,0.614,0.166
5670,0.683,0.114
5671,0.714,0.043
5672,0.726,0.023
5673,0.728,0.018
5674,0.722,0.016
5675,0.706,0.014
